Common_Course_ID,has_prereq
PEOL453,No pre-req
PERS199,No pre-req
PERS211,No pre-req
PERS212,No pre-req
PERS231,No pre-req
PERS232,No pre-req
PERS241,No pre-req
PERS271,No pre-req
PERS272,No pre-req
PERS273,No pre-req
PERU101,No pre-req
PERU131,No pre-req
PERU199,No pre-req
PERU331,No pre-req
PERU332,No pre-req
PERU341,No pre-req
PETS101,No pre-req
PETS111,No pre-req
PETS232,No pre-req
PETS233,No pre-req
PETS242,No pre-req
PETS243,No pre-req
PETS252,No pre-req
PETS253,No pre-req
PETS261,No pre-req
PETS262,No pre-req
PETS263,No pre-req
PETS265,No pre-req
PETS399,No pre-req
PEW199,No pre-req
PEW211,No pre-req
PEW212,No pre-req
PEW220,No pre-req
PEW221,No pre-req
PEW222,No pre-req
PEW331,No pre-req
PEW332,No pre-req
PEW333,No pre-req
PEW399,No pre-req
PHIL101,No pre-req
PHIL102,No pre-req
PHIL103,No pre-req
PHIL104,No pre-req
PHIL110,No pre-req
PHIL120,No pre-req
PHIL123,No pre-req
PHIL130,No pre-req
PHIL135,No pre-req
PHIL170,No pre-req
PHIL199,No pre-req
PHIL211,No pre-req
PHIL213,No pre-req
PHIL216,No pre-req
PHIL220,No pre-req
PHIL223,No pre-req
PHIL225,No pre-req
PHIL299,No pre-req
PHIL307,No pre-req
PHIL308,No pre-req
PHIL309,No pre-req
PHIL315,No pre-req
PHIL330,No pre-req
PHIL332,No pre-req
PHIL335,No pre-req
PHIL340,No pre-req
PHIL341,No pre-req
PHIL342,No pre-req
PHIL344,No pre-req
PHIL345,No pre-req
PHIL372,No pre-req
PHIL399,No pre-req
PHIL401,No pre-req
PHIL403,No pre-req
PHIL405,No pre-req
PHIL410,No pre-req
PHIL415,No pre-req
PHIL420,No pre-req
PHIL423,No pre-req
PHIL425,No pre-req
PHIL451,No pre-req
PHIL463,No pre-req
PHIL471H,No pre-req
PHIL475H,No pre-req
PHYS101,No pre-req
PHYS102,No pre-req
PHYS152,No pre-req
PHYS153,No pre-req
PHYS155,No pre-req
PHYS156M,No pre-req
PHYS157M,No pre-req
PHYS161,No pre-req
PHYS162,No pre-req
PHYS163,No pre-req
PHYS171,No pre-req
PHYS181,No pre-req
PHYS199,No pre-req
PHYS204,No pre-req
PHYS205,No pre-req
PHYS206,No pre-req
PHYS290,No pre-req
PHYS299,No pre-req
PHYS361,No pre-req
PHYS399,No pre-req
PHYS400M,No pre-req
PHYS401,No pre-req
PHYS403,No pre-req
PHYS405,No pre-req
PHYS407,No pre-req
PHYS408,No pre-req
PHYS410,No pre-req
PHYS414,No pre-req
PHYS481,No pre-req
PORT101,No pre-req
PORT111,No pre-req
PORT150,No pre-req
PORT199,No pre-req
PORT298,No pre-req
PORT405,No pre-req
PPPM101,No pre-req
PPPM199,No pre-req
PPPM201,No pre-req
PPPM202,No pre-req
PPPM205,No pre-req
PPPM250,No pre-req
PPPM280,No pre-req
PPPM321,No pre-req
PPPM322,No pre-req
PPPM325,No pre-req
PPPM327,No pre-req
PPPM331,No pre-req
PPPM340,No pre-req
PPPM360,No pre-req
PPPM370,No pre-req
PPPM399,No pre-req
PPPM401,No pre-req
PPPM403,No pre-req
PPPM405,No pre-req
PPPM406,No pre-req
PPPM407,No pre-req
PPPM408,No pre-req
PPPM410,No pre-req
PPPM410L,No pre-req
PPPM412,No pre-req
PPPM413,No pre-req
PPPM418,No pre-req
PPPM419,No pre-req
PPPM422,No pre-req
PPPM425,No pre-req
PPPM426,No pre-req
PPPM432,No pre-req
PPPM434,No pre-req
PPPM438,No pre-req
PPPM440,No pre-req
PPPM442,No pre-req
PPPM443,No pre-req
PPPM444,No pre-req
PPPM445,No pre-req
PPPM446,No pre-req
PPPM448,No pre-req
PPPM455,No pre-req
PPPM460,No pre-req
PPPM465,No pre-req
PPPM470,No pre-req
PPPM471,No pre-req
PPPM472,No pre-req
PPPM473,No pre-req
PPPM475,No pre-req
PPPM481,No pre-req
PPPM483,No pre-req
PPPM484,No pre-req
PPPM486,No pre-req
PPPM487,No pre-req
PPPM488,No pre-req
PPPM494,No pre-req
PS100,No pre-req
PS101,No pre-req
PS102,No pre-req
PS104,No pre-req
PS106,No pre-req
PS109,No pre-req
PS111,No pre-req
PS199,No pre-req
PS201,No pre-req
PS203,No pre-req
PS204,No pre-req
PS205,No pre-req
PS206,No pre-req
PS208,No pre-req
PS210,No pre-req
PS225,No pre-req
PS230,No pre-req
PS260,No pre-req
PS275,No pre-req
PS297,No pre-req
PS301,No pre-req
PS302,No pre-req
PS304,No pre-req
PS308,No pre-req
PS309,No pre-req
PS310,No pre-req
PS311,No pre-req
PS312,No pre-req
PS316,No pre-req
PS319,No pre-req
PS320,No pre-req
PS321,No pre-req
PS324,No pre-req
PS326,No pre-req
PS330,No pre-req
PS337,No pre-req
PS340,No pre-req
PS342,No pre-req
PS345,No pre-req
PS346,No pre-req
PS347,No pre-req
PS348,No pre-req
PS349,No pre-req
PS350,No pre-req
PS351,No pre-req
PS352,No pre-req
PS355,No pre-req
PS367,No pre-req
PS368,No pre-req
PS369,No pre-req
PS371,No pre-req
PS372,No pre-req
PS374,No pre-req
PS375,No pre-req
PS377,No pre-req
PS378,No pre-req
PS380,No pre-req
PS384,No pre-req
PS386,No pre-req
PS387,No pre-req
PS388,No pre-req
PS390,No pre-req
PS391,No pre-req
PS399,No pre-req
PS400M,No pre-req
PS401,No pre-req
PS403,No pre-req
PS404,No pre-req
PS405,No pre-req
PS407,No pre-req
PS408,No pre-req
PS409,No pre-req
PS410,No pre-req
PS411,No pre-req
PS420,No pre-req
PS430,No pre-req
PS431,No pre-req
PS432,No pre-req
PS433,No pre-req
PS440,No pre-req
PS445,No pre-req
PS449,No pre-req
PS455,No pre-req
PS458,No pre-req
PS460,No pre-req
PS463,No pre-req
PS465,No pre-req
PS466,No pre-req
PS467,No pre-req
PS468,No pre-req
PS470,No pre-req
PS471,No pre-req
PS472,No pre-req
PS475,No pre-req
PS477,No pre-req
PS479,No pre-req
PS480,No pre-req
PS484,No pre-req
PS485,No pre-req
PS491,No pre-req
PS495,No pre-req
PSY199,No pre-req
PSY201,No pre-req
PSY202,No pre-req
PSY301,No pre-req
PSY330,No pre-req
PSY348,No pre-req
PSY366,No pre-req
PSY376,No pre-req
PSY380,No pre-req
PSY383,No pre-req
PSY388,No pre-req
PSY399,No pre-req
PSY401,No pre-req
PSY403,No pre-req
PSY405,No pre-req
PSY406,No pre-req
PSY407,No pre-req
PSY408,No pre-req
PSY409,No pre-req
PSY410,No pre-req
PSY490,No pre-req
PSY491,No pre-req
PSY492,No pre-req
REES315,No pre-req
REES399,No pre-req
REES405,No pre-req
REES408,No pre-req
REES409,No pre-req
REES410,No pre-req
REL101,No pre-req
REL102,No pre-req
REL199,No pre-req
REL200M,No pre-req
REL211,No pre-req
REL222,No pre-req
REL223,No pre-req
REL233,No pre-req
REL253,No pre-req
REL302,No pre-req
REL303,No pre-req
REL304,No pre-req
REL305,No pre-req
REL317,No pre-req
REL318,No pre-req
REL321,No pre-req
REL322,No pre-req
REL323,No pre-req
REL324,No pre-req
REL325,No pre-req
REL335,No pre-req
REL353,No pre-req
REL355,No pre-req
REL357,No pre-req
REL359,No pre-req
REL399,No pre-req
REL401,No pre-req
REL403,No pre-req
REL405,No pre-req
REL407,No pre-req
REL410,No pre-req
REL411,No pre-req
REL412,No pre-req
REL414,No pre-req
REL417,No pre-req
REL418,No pre-req
REL420,No pre-req
REL424,No pre-req
REL426,No pre-req
REL432,No pre-req
REL435,No pre-req
REL440,No pre-req
REL444,No pre-req
RL151,No pre-req
RL199,No pre-req
RL399,No pre-req
RL407,No pre-req
RL410,No pre-req
RUSS101,No pre-req
RUSS121,No pre-req
RUSS199,No pre-req
RUSS203,No pre-req
RUSS204,No pre-req
RUSS205,No pre-req
RUSS206,No pre-req
RUSS221,No pre-req
RUSS240,No pre-req
RUSS309,No pre-req
RUSS331,No pre-req
RUSS334,No pre-req
RUSS335,No pre-req
RUSS340,No pre-req
RUSS351,No pre-req
RUSS360,No pre-req
RUSS399,No pre-req
RUSS401,No pre-req
RUSS404,No pre-req
RUSS405,No pre-req
RUSS407,No pre-req
RUSS410,No pre-req
RUSS426,No pre-req
RUSS434,No pre-req
RUSS440,No pre-req
RUSS445,No pre-req
SAPP407,No pre-req
SAPP408,No pre-req
SAPP409,No pre-req
SBUS199,No pre-req
SBUS255,No pre-req
SBUS401,No pre-req
SBUS410,No pre-req
SCAN199,No pre-req
SCAN220M,No pre-req
SCAN251,No pre-req
SCAN259,No pre-req
SCAN280M,No pre-req
SCAN315,No pre-req
SCAN316,No pre-req
SCAN317,No pre-req
SCAN325,No pre-req
SCAN340,No pre-req
SCAN341,No pre-req
SCAN343,No pre-req
SCAN344,No pre-req
SCAN345M,No pre-req
SCAN351,No pre-req
SCAN352,No pre-req
SCAN353,No pre-req
SCAN354,No pre-req
SCAN405,No pre-req
SCAN407,No pre-req
SOC199,No pre-req
SOC204,No pre-req
SOC207,No pre-req
SOC301,No pre-req
SOC303,No pre-req
SOC304,No pre-req
SOC310,No pre-req
SOC312,No pre-req
SOC313,No pre-req
SOC317,No pre-req
SOC328,No pre-req
SOC345,No pre-req
SOC346,No pre-req
SOC347,No pre-req
SOC355,No pre-req
SOC370,No pre-req
SOC380,No pre-req
SOC385,No pre-req
SOC399,No pre-req
SOC400M,No pre-req
SOC401,No pre-req
SOC403,No pre-req
SOC404,No pre-req
SOC405,No pre-req
SOC406,No pre-req
SOC408,No pre-req
SOC410,No pre-req
SOC412,No pre-req
SOC416,No pre-req
SOC420,No pre-req
SOC442,No pre-req
SOC446,No pre-req
SOC447,No pre-req
SOC450,No pre-req
SOC455,No pre-req
SOC456,No pre-req
SOC458,No pre-req
SOC459,No pre-req
SOC461,No pre-req
SOC464,No pre-req
SOC465,No pre-req
SOC475,No pre-req
SOC480,No pre-req
SOC484,No pre-req
SOC491,No pre-req
SPAN101,No pre-req
SPAN111,No pre-req
SPAN150,No pre-req
SPAN151,No pre-req
SPAN199,No pre-req
SPAN200M,No pre-req
SPAN218,No pre-req
SPAN298,No pre-req
SPAN299,No pre-req
SPAN399,No pre-req
SPAN403,No pre-req
SPAN405,No pre-req
SPAN406,No pre-req
SPAN409,No pre-req
SPAN410,No pre-req
SPD410L,No pre-req
SPD415,No pre-req
SPD425,No pre-req
SPED199,No pre-req
SPED401,No pre-req
SPED406,No pre-req
SPED407,No pre-req
SPED408,No pre-req
SPED409,No pre-req
SPED410,No pre-req
SPED411,No pre-req
SPED412,No pre-req
SPED415,No pre-req
SPED418,No pre-req
SPED420,No pre-req
SPED421,No pre-req
SPED422,No pre-req
SPED426,No pre-req
SPED428,No pre-req
SPED431,No pre-req
SPED434,No pre-req
SPED440,No pre-req
SPED470,No pre-req
SPED471,No pre-req
SPED488,No pre-req
SPSY401,No pre-req
SPSY410,No pre-req
SWAH101,No pre-req
SWAH199,No pre-req
SWAH201,No pre-req
SWAH405,No pre-req
SWED101,No pre-req
SWED405,No pre-req
TA121,No pre-req
TA122,No pre-req
TA124,No pre-req
TA199,No pre-req
TA210,No pre-req
TA211,No pre-req
TA212,No pre-req
TA250,No pre-req
TA271,No pre-req
TA324,No pre-req
TA325,No pre-req
TA364,No pre-req
TA367,No pre-req
TA368,No pre-req
TA369,No pre-req
TA399,No pre-req
TA401,No pre-req
TA404,No pre-req
TA405,No pre-req
TA406,No pre-req
TA409,No pre-req
TA410,No pre-req
TA411,No pre-req
TA412,No pre-req
TA413,No pre-req
TA445,No pre-req
TA465,No pre-req
TA467,No pre-req
TA470,No pre-req
TA471,No pre-req
TA472,No pre-req
TA474,No pre-req
TLC101,No pre-req
TLC199,No pre-req
TLC399,No pre-req
TLC408,No pre-req
UGST101,No pre-req
UGST109,No pre-req
UGST111,No pre-req
UGST112,No pre-req
UGST113,No pre-req
UGST198,No pre-req
UGST199,No pre-req
UGST399,No pre-req
UGST400M,No pre-req
UGST404,No pre-req
UGST406,No pre-req
UGST407,No pre-req
UGST408,No pre-req
UGST409,No pre-req
WGS101,No pre-req
WGS199,No pre-req
WGS201,No pre-req
WGS221,No pre-req
WGS250,No pre-req
WGS251,No pre-req
WGS261,No pre-req
WGS303,No pre-req
WGS322,No pre-req
WGS341,No pre-req
WGS352,No pre-req
WGS361,No pre-req
WGS399,No pre-req
WGS401,No pre-req
WGS403,No pre-req
WGS405,No pre-req
WGS406,No pre-req
WGS407,No pre-req
WGS409,No pre-req
WGS410,No pre-req
WGS411,No pre-req
WGS413,No pre-req
WGS415,No pre-req
WGS431,No pre-req
WGS450,No pre-req
WGS451,No pre-req
WR121(Z),No pre-req
WR195,No pre-req
WR199,No pre-req
WR312,No pre-req
WR408,No pre-req
WR410,No pre-req
